RegulationId,RegistarId,Naslov,Vazenje,Dario_StupanjeNaSnagu,Dario_DatumPrimjene,Rezultati,,
474,639,Pravilnik o Programu osposobljavanja za agenta posredovanja u prometu nekretnina,Pravilnik stupa na snagu 27. 5. 2008.,27.05.2008,,1,,
477,649,Zakon o odgovornosti za è≠tetu nastalu uslijed teroristiéçkih akata i javnih demonstracija, Zakon stupa na snagu 31. 7. 2003.,31.07.2003,,1,,
478,650,Zakon o odgovornosti Republike Hrvatske za è≠tetu uzrokovanu od pripadnika hrvatskih oruè?anih i redarstvenih snaga tijekom Domovinskog rata,Zakon stupa na snagu 31. 7. 2003.,31.07.2003,,1,,
479,651,Zakon o odgovornosti Republike Hrvatske za è≠tetu nastalu u bivè≠oj SFRJ za koju je odgovarala bivè≠a SFRJ,Zakon stupa na snagu 31. 7. 2003.,31.07.2003,,1,,
480,656,Zakon o mjenici,Zakon stupa na snagu 26. 10. 1994. ,26.10.1994,,1,,
481,657,"Pravilnik o obraéçunskim zavodima, naknadi za posredovanje i obrascu mjenice",Pravilnik stupa na snagu 29. 7. 1999.,29.07.1999,,1,,
482,658,Zakon o éçeku,Zakon stupa na snagu 26. 10. 1994.,26.10.1994,,1,,
484,661,Posebne uzance u trgovini na malo,Uzance se primjenjuju od 8. 4. 1995.,,08.04.1995,1,,
498,676,Odluka o prodaji poslovnih prostora u vlasniè≠tvu Republike Hrvatske u zgradama namijenjenim stambenom zbrinjavanju hrvatskih branitelja iz Domovinskog rata i éçlanova njihovih obitelji,Odluka stupa na snagu 28. 3. 2006. ,28.03.2006,,1,,
499,677,Odluka o davanju ovlasti Ministarstvu zdravstva za prijenos u vlasniè≠tvo nekretnina izgraé?enih sredstvima drè?avnog proraéçuna Republike Hrvatske," Odluka stupa na snagu 20. 7. 2000.
",20.07.2000,,1,,
500,678,Uredba o Agenciji za pravni promet i posredovanje nekretninama (APN),Uredba stupa na snagu 24. 4. 1997.,24.04.1997,,1,,
506,686,"Odluka o davanju ovlaè≠tenja Ministarstvu poljoprivrede, è≠umarstva i vodnoga gospodarstva za donoè≠enje odluka o izdvajanju è≠uma i/ili è≠umskog zemljiè≠ta u vlasniè≠tvu Republike Hrvatske iz è≠umsko-gospodarskog podruéçja Republike Hrvatske",Odluka stupa na snagu 2. 6. 2006.,02.06.2006,,1,,
508,689,"Odluka o izdavanju Globalne obveznice Republike Hrvatske za naknadu imovine oduzete za vrijeme jugoslavenske komunistiéçke vladavine (61.355.025,74 EUR)",Odluka stupa na snagu 10. 12. 1999. ,10.12.1999,,1,,
509,690,"Odluka o izdavanju Globalne obveznice Republike Hrvatske za naknadu imovine oduzete za vrijeme jugoslavenske komunistiéçke vladavine (25.000.164,00 EUR)", Odluka stupa na snagu 30. 12. 2004. ,30.12.2004,,1,,
510,691,"Odluka o izdavanju Globalne obveznice Republike Hrvatske za naknadu imovine oduzete za vrijeme jugoslavenske komunistiéçke vladavine (50.000.123,60 EUR)",Odluka stupa na snagu 3. 4. 2006.,03.04.2006,,1,,
511,692,"Odluka o naéçinu isplate iznosa naknade manjega od nominalne vrijednosti jednog obvezniéçkog udjela (204,40 EUR-a) Globalne obveznice Republike Hrvatske za naknadu imovine oduzete za vrijeme jugoslavenske komunistiéçke vladavine",Odluka stupa na snagu 7. 12. 2000.,07.12.2000,,1,,
512,693,"Pravilnik o mjerilima za utvré?ivanje vrijednosti oduzetog poljoprivrednog zemljiè≠ta, è≠uma i è≠umskog zemljiè≠ta","Pravilnik stupa na snagu 19. 2. 2004. <br/>
Prestaje vaè?iti Pravilnik o mjerilima za utvré?ivanje vrijednosti oduzetog poljoprivrednog zemljiè≠ta, è≠uma i è≠umskog zemljiè≠ta (Narodne novine, br. 58/98 i 106/01).",19.02.2004,,1,,
513,694,Pravilnik o mjerilima za utvré?ivanje vrijednosti stana (u postupku prava na naknadu prijaè≠njem vlasniku),Pravilnik stupa na snagu 6. 5. 1998.,06.05.1998,,1,,
514,695,Pravilnik o mjerilima za utvré?ivanje vrijednosti oduzetih brodova i brodica,Pravilnik stupa na snagu 31. 5. 2005.,31.05.2005,,1,,
515,696,Pravilnik o mjerilima za utvré?ivanje vrijednosti oduzetih poduzeé?a,Pravilnik stupa na snagu 26. 10. 1999.,26.10.1999,,1,,
516,697,"Pravilnik o mjerilima za utvré?ivanje vrijednosti pokretnina koje imaju kulturnu, umjetniéçku ili povijesnu vrijednost","Pravilnik stupa na snagu 17. 6. 2004.
",17.06.2004,,1,,
518,699,Naputak o naéçinu i postupku revalorizacije iznosa duga i rokovima uplate dugovanja u korist proraéçuna Republike Hrvatske,Naputak stupa na snagu 29. 7. 1999.,29.07.1999,,1,,
520,701,Odluka o visini naknade za usluge Fonda za naknadu oduzete imovine,Odluka stupa na snagu 3. 4. 2003.,03.04.2003,,1,,
522,703,Pravilnik o obrascima u zemljiè≠noknjiè?nom postupku,Pravilnik stupa na snagu 18. 9. 2004.,18.09.2004,,1,,
525,706,"Pravilnik o unutarnjem ustroju, voé?enju zemljiè≠nih knjiga i obavljanju drugih poslova u zemljiè≠noknjiè?nim odjelima sudova (Zemljiè≠noknjiè?ni poslovnik)",Pravilnik skupa na snagu 20. 8. 1997.,20.08.1997,,1,,
527,708,Zakon o zabrani raspolaganja i preuzimanju sredstava odreé?enih pravnih osoba na teritoriju Republike Hrvatske,"Zakon stupa na snagu 19. 4. 1994.<br/>
Prestaje vaè?iti Uredba o zabrani raspolaganja i preuzimanju sredstava odreé?enih pravnih osoba na teritoriju Republike Hrvatske (Narodne novine, br. 14/94).
",19.04.1994,,1,,
528,709,Uredba o zabrani raspolaganja nekretninama na teritoriju Republike Hrvatske,Uredba stupa na snagu 24. 7. 1991.,24.07.1991,,1,,
529,710,"Odluka o izuzimanju od zabrane raspolaganja nekretninama na teritoriju Republike Hrvatske pravnih osoba sa sjediè≠tem u Republici Sloveniji, Republici Makedoniji i Bosni i Hercegovini",Odluka stupa na snagu 3. 5. 2000.,03.05.2000,,1,,
530,711,"Odluka o mjerama za sreé?ivanje imovinskopravnoga, geodetskokatastarskoga i gospodarskoga stanja u dolini rijeke Neretve",Odluka stupa na snagu 23. prosinca 2000.,23.12.2000,,1,,
531,712,Odluka o davanju ovlaè≠tenja Ministarstvu obrane Republike Hrvatske za prodaju nekretnina u vlasniè≠tvu Republike Hrvatske,Odluka stupa na snagu 26. 3. 1996.,26.03.1996,,1,,
532,713,Odluka o utvré?ivanju visine zakupnine za poslovne prostore u vlasniè≠tvu Republike Hrvatske kojima upravlja Ministarstvo obrane,Stupa na snagu 9. prosinca 1993.,09.12.1993,,1,,
537,718,Zakon o pretvorbi kapitala druè≠tava osiguranja i reosiguranja u Republici Hrvatskoj,Zakon stupa na snagu 30. 10. 1992.,30.10.1992,,1,,
538,719,Zakon o pretvorbi prava na druè≠tvenim sredstvima bivè≠ih druè≠tveno-politiéçkih organizacija,Zakon stupa na snagu 15. 7. 1997.,15.07.1997,,1,,
547,728,Zakon o privatizaciji Hrvatskih telekomunikacija d.d.,"Zakon stupa na snagu 3. srpnja 1999.
Prestaju vaè?iti:
- éçlanak 5. stavak 1. Zakona o razdvajanju Hrvatske poè≠te i telekomunikacija na Hrvatsku poè≠tu i Hrvatske telekomunikacije (Narodne novine, br. 101/98)
- prestaje vaè?iti éçlanak 8. Zakona o razdvajanju Hrvatske poè≠te i telekomunikacija na Hrvatsku poè≠tu i Hrvatske telekomunikacije, a ugovori o raspolaganju imovinom zakljuéçeni do dana stupanja na snagu ovoga Zakona su na snazi.",03.07.1999,,1,,
549,732,Zakon o privatizaciji INA - Industrije nafte d.d.,Zakon stupa na snagu 5. 4.  2002.,05.04.2002,,1,,
552,744,Odluka o koncesiji prava lova na loviè≠tima u vlasniè≠tvu drè?ave,Stupa na snagu 25. 7. 1996.,25.07.1996,,1,,
553,748,Uredba o postupku davanja koncesije na pomorskom dobru,Uredba stupa na snagu 2. 3. 2004.,02.03.2004,,1,,
554,749,Uredba o postupku davanja koncesijskog odobrenja na pomorskom dobru,Uredba stupa na snagu 30. 3. 2004.,30.03.2004,,1,,
555,750,Odluka o osnivanju i imenovanju Povjerenstva za praé?enje izvrè≠avanja odluka i ugovora o koncesijama na pomorskom dobru,Stupa na snagu 25. 5. 2006.,25.05.2006,,1,,
556,751,Pravilnik o Upisniku koncesija na pomorskom dobru,Pravilnik stupa na snagu 22. 12.  2004.,22.12.2004,,1,,
558,753,Naredba o naéçinu uplaé?ivanja naknada za koncesije na pomorskom dobru,Naredba stupa na snagu 26. 5. 2004.,26.05.2004,,1,,
560,758,Odluka o osnivanju dioniéçkog druè≠tva Autocesta Rijeka-Zagreb d.d. i dodjeli koncesije za graé?enje i gospodarenje autocestom Rijeka-Zagreb,"Odluka stupa na snagu 23. 12. 1997., osim toéçke II. ove Odluke koja stupa na snagu na dan kad predsjednik Vlade Republike Hrvatske ili ministar u ime Vlade Republike Hrvatske dade izjavu o osnivanju Druè≠tva i izjavu o preuzimanju svih dionica Druè≠tva.",23.12.1997,,1,,
562,764,Odluka o davanju ovlaè≠tenja za donoè≠enje odluke o raspisivanju javnog natjeéçaja za dodjelu koncesija i odluke o dodjeli koncesije,Odluka stupa na snagu 8. 12. 2005.,08.12.2005,,1,,
569,777,Odluka o opé?im uvjetima i mjerilima za davanje koncesije za osnivanje slobodnih zona na podruéçju Grada Vukovara,Odluka stupa na snagu 26. 11. 2002.,26.11.2002,,1,,
570,778,Zakon o prodaji stanova na kojima postoji stanarsko pravo,"Zakon stupa na snagu 19. 6. 1991.<br/>
Prestaju vaè?iti odredbe éçlanaka 1, 9,12,17, 21, 24, 25 49. i 53. Zakona o prometu zemljiè≠ta i zgrada (""Sluè?beni list SFRJ"", br. 43/65, 57/65, 17/67 i 11/74 i ""Narodne novine"", br. 52/73) u odnosu na stanove prodaja kojih je uredena po odredbama ovoga zakona.",19.06.1991,,1,,
571,779,Uputstvo za primjenu éçlanka 44. do 48. Zakona o prodaji stanova na kojima postoji stanarsko pravo,"Uputstvo stupa na snagu 24. 7. 1992.<br/>
Prestaje vrijediti Uputstvo za primjenu Uredbe o dodatnom osobnom popustu kod kupnje stana u devizama (Narodne novine, br. 73/91).",24.07.1992,,1,,
572,780,Uredba o naéçinu utvré?ivanja cijene stana i garaè?e,"Uredba stupa na snagu 19. 6. 1992.<br/>
Prestaje vaè?iti Uredba o naéçinu utvré?ivanja cijene stana (Narodne novine, br. 29/91, 6/92 i 9/92).",19.06.1992,,1,,
573,781,Naputak o naéçinu povrata razlike u cijeni stana,Naputak stupa na snagu 3. 3. 1995.,03.03.1995,,1,,
574,782,Podaci o graé?evinskoj vrijednosti etalonskog objekta i pripadajué?em indeksu promjene vrijednosti kn prema DEM na dan 31. V. 1995.,Ovi podaci koriste se od 1. 1. 1995. ,,,0,,
576,784,Odluka o odreé?ivanju stanova za sluè?bene potrebe,Odluka stupa na snagu 16. 10. 1995.,16.10.1995,,1,,
577,785,Odluka o dodjeli sredstava za rjeè≠avanje stambenih potreba drè?avnih sluè?benika i namjeè≠tenika,Odluka stupa na snagu 19. 7. 2007.,19.07.2007,,1,,
579,787,Zakon o prodaji stanova namijenjenih za nadstojnika stambene zgrade,"Zakon stupa na snagu 4. 3. 2006.<br/>
Prestaje vaè?iti odredba éçlanka 52. stavka 4. Zakona o najmu stanova (?ØNarodne novine?Æ, br. 91/96., 48/98. É?? Odluka USRH i 66/98.).<br/>
Postupci za iseljenje osoba koje koriste nadstojniéçke stanove zapoéçeti prema Zakonu o najmu stanova (?ØNarodne novine?Æ, br. 91/96., 48/98. É?? Odluka USRH i 66/98.), dovrè≠it é?e se po odredbama ovoga Zakona.<br/>
Postupci za iseljenje osoba iz éçlanka 3. ovoga Zakona zapoéçeti do dana stupanja na snagu ovoga Zakona dovrè≠it é?e se prema odredbama ovoga Zakona.<br/>",04.03.2006,,1,,
580,788,Zakon o najmu stanova,"zakon stupa na snagu 13. 11. 1996.<br/>
Prestaje vrijediti Glava I., IV., V., VI., VII., VIII., IX., X. i XI. Zakona o stambenim odnosima (""Narodne novine"", br. 51/85., 42/86., 22/92. i 70/93.)",13.11.1996,,1,,
581,789,Uredba o uvjetima i mjerilima za utvré?ivanje zaè≠tié?ene najamnine,Uredba stupa na snagu 16. 4. 1997.,16.04.1997,,1,,
582,790,"Uredba o stambenom zbrinjavanju duè?nosnika, djelatnih vojnih sluè?benika i vojnih namjeè≠tenika Ministarstva obrane i oruè?anih snaga Republike Hrvatske",Uredba stupa na snagu 8. 12. 1999.,08.12.1999,,1,,
583,791,Odluka o zadovoljavanju stambenih potreba duè?nosnika i sluè?benika u tijelima drè?avne vlasti i javnim sluè?bama,"Odluka stupa na snagu 29. 12. 1997.<br/>
Prestaje vaè?iti Odluka o zadovoljavanju stambenih potreba republiéçkih funkcionara (Narodne novine, br. 24/86).",29.12.1997,,1,,
584,792,Odluka o utvré?ivanju visine slobodno ugovorene najamnine (za stanove u vlasniè≠tvu Republike Hrvatske),Odluka stupa na snagu 1. 12. 2000.,01.12.2000,,1,,
585,793,"Odluka o davanju na upravljanje i koriè≠tenje nadleè?nim ministarstvima Republike Hrvatske stanova bivè≠ih saveznih organa, institucija i ustanova",Odluka stupa na snagu 13. 11. 1992.,13.11.1992,,1,,
586,794,"Odluka o davanju ovlaè≠tenja Ministarstvu obrane za upravljanje stanovima, garaè?ama i poslovnim prostorom u vlasniè≠tvu Republike Hrvatske",Odluka stupa na snagu 17. 9. 1992.,17.09.1992,,1,,
588,796,Pravilnik o visini naknade koju vlasnik stana i poslovnog prostora kao posebnog dijela zgrade plaé?a za odrè?avanje zajedniéçkih dijelova i ureé?aja u stambenoj zgradi i za troè≠kove upravljanja stambenom zgradom,Pravilnik stupa na snagu 6. 2. 1996.,06.02.1996,,1,,
589,797,Odluka o zabrani dodjele stanarskih prava,Odluka stupa na snagu 14. 12. 1995.,14.12.1995,,1,,
590,798,Odluka Povjerenstva Vlade za upravljanje imovinom Republike Hrvatske (napomena: radi se o upravljanju izriéçito nabrojanim stanovima koji su u vlasniè≠tvu RH),Odluka stupa na snagu 3. 8. 2001.,03.08.2001,,1,,
592,800,Odluka o provedbi stambenog zbrinjavanja povratnika - bivè≠ih nositelja stanarskog prava na stanovima izvan podruéçja posebne drè?avne skrbi,"Odluka stupa na snagu 2. 6. 2008.<br/>
Prestaje vaè?iti Zakljuéçak o provedbi programa stambenog zbrinjavanja povratnika É?? bivè≠ih nositelja stanarskog prava na stanovima izvan podruéçja posebne drè?avne skrbi (Narodne novine, br. 96/06) i Odluka o davanju ovlaè≠tenja Ministarstvu za javne radove, obnovu i graditeljstvo, za kupnju stanova za stambeno zbrinjavanje povratnika koji nisu vlasnici kué?e ili stana, a è?ivjeli su u stanovima u druè≠tvenom vlasniè≠tvu (bivè≠i nositelji stanarskog prava) na podruéçjima Republike Hrvatske, koja su izvan podruéçja posebne drè?avne skrbi (Narodne novine, br. 100/03).",02.06.2008,,1,,
593,802,Uredba o uvjetima i mjerilima za stambeno zbrinjavanje na podruéçjima posebne drè?avne skrbi,"Uredba stupa na snagu 14. 2. 2001.<br/>
Prestaje vaè?iti Obvezni naputak o naéçinu i postupku ostvarivanja prava na obnovu i stambeno zbrnjavanje odreé?enih osoba (Narodne novine, br. 159/98 i 89/99).",14.02.2001,,1,,
595,804,Odluka o davanju ovlaè≠tenja jedinicama lokalne samouprave za prodaju stanova najmoprimcima na podruéçjima posebne drè?avne skrbi,Odluka stupa na snagu 3. 9. 2008.,03.09.2008,,1,,
596,805,Pravilnik o redu prvenstva stambenog zbrinjavanja na podruéçjima posebne drè?avne skrbi,Pravilnik stupa na snagu 11. 10. 2002.,11.10.2002,,1,,
597,806,Zakon o privremenom koriè≠tenju stanova,Zakon stupa na snagu 9. 12. 1991.,09.12.1991,,1,,
598,808,Uredba o odrè?avanju zgrada,Uredba stupa na snagu 25. 6. 1997.,25.06.1997,,1,,
599,811,Pravilnik o Hrvatskom upisniku oporuka,Pravilnik stupa na snagu 4. 9. 2003. ,04.09.2003,,1,,
600,812,Pravilnik o visini nagrade i naknade troè≠kova javnog biljeè?nika kao povjerenika suda u ostavinskom postupku,Pravilnik stupa na snagu 4. 9. 2003. ,04.09.2003,,1,,
604,819,Pravilnik o naéçinu voé?enja oéçevidnika i dokumentacije u svezi s poslovima suda u podruéçju braka i odnosa u braku,Pravilnik stupa na snagu 17. 6. 2004. ,17.06.2004,,1,,
605,820,Pravilnik o naéçinu voé?enja oéçevidnika i dokumentacije u svezi s poslovima centra za socijalnu skrb u podruéçju braka i odnosa u braku,"Pravilnik stupa na snagu 17. 3. 2005. <br/>
Prestaje vaè?iti Pravilnik o naéçinu voé?enja oéçevidnika i dokumentacije u svezi s poslovima centra za socijalnu skrb u podruéçju braka i odnosa u braku (Narodne novine, br. 66/99).",17.03.2005,,1,,
609,824,Pravilnik o naéçinu voé?enja oéçevidnika i dokumentacije u svezi s poslovima suda u podruéçju prava i duè?nosti u odnosima roditelja i djece,Pravilnik stupa na snagu 17. 6. 2004. ,17.06.2004,,1,,
610,825,Pravilnik o naéçinu voé?enja oéçevidnika i dokumentacije u svezi s poslovima centra za socijalnu skrb u podruéçju primjene Obiteljskog zakona o roditeljima i djeci,Pravilnik stupa na snagu 7. 1. 2006. ,07.01.2006,,1,,
615,830,Pravilnik o naéçinu voé?enja oéçevidnika sudskih odluka o uzdrè?avanju i nagodba sklopljenih u centru za socijalnu skrb,"Pravilnik stupa na snagu 17. 3. 2005. <br/>
Prestaje vaè?iti Pravilnik o naéçinu voé?enja oéçevidnika sudskih odluka o uzdrè?avanju i nagodba sklopljenih u centru za socijalnu skrb (Narodne novine, br. 66/99).",17.03.2005,,1,,
616,831,Pravilnik o naéçinu voé?enja oéçevidnika o osobama liè≠enih prava na roditeljsku skrb,Pravilnik stupa na snagu 17. 6. 2004. ,17.06.2004,,1,,
618,835,( * djelomiéçno u primjeni) Pravilnik o naéçinu i mjestu provoé?enja psihosocijalnog tretmana,"Pravilnik je prestao vaè?iti 22. 12. 2018. stupanjem na snagu Pravilnika o provoé?enju zaè≠titne mjere obveznog psihosocijalnog tretmana (Nar. novine, br. 116/18), osim Standarda za provedbu psihosocijalnog tretmana poéçinitelja nasilja u obitelji koji ostaje na snazi do donoè≠enja Standarda za provoé?enje zaè≠titne mjere obveznog psihosocijalnog tretmana iz éçlanka 15.  Pravilnika o provoé?enju zaè≠titne mjere obveznog psihosocijalnog tretmana (Nar. novine, br. 116/18).",,,1,,
620,837,"Poslovnik o radu Povjerenstva za praé?enje i unaprjeé?ivanje rada tijela kaznenog i prekrè≠ajnog postupka, te izvrè≠enja sankcija vezanih za zaè≠titu od nasilja u obitelji",Pravilnik stupa na snagu 11.2.2004.,11.02.2004,,1,,
623,840,Pravilnik o provedbi SAPARD programa,"Pravilnik stupa na snagu 19. 2. 2008.<br/>
Prestaje vaè?iti Pravilnik o provedbi SAPARD programa (Narodne novine, br. 56/06, 82/06, 85/06-ispravak i 32/07).

",19.02.2008,,1,,
640,867,Pravilnik o stavljanju na trè?iè≠te sjemena repa,Pravilnik stupa na snagu od 1. 1. 2008. ,01.01.2008,,1,,
644,871,Pravilnik o stavljanju na trè?iè≠te sjemenskog krumpira,Pravilnik stupa na snagu od 1. 1. 2008. ,01.01.2008,,1,,
645,872,Pravilnik o metodama uzorkovanja i ispitivanja kvalitete sjemena,"Pravilnik stupa na snagu 6. 9. 2008.<br/>
Prestaje vaè?iti Pravilnik o temeljnim zahtjevima kakvoé?e, naéçinu ispitivanja, pakiranju i deklariranju sjemena poljoprivrednog bilja (Narodne novine, br. 4/05, 49/05, 94/05, 13/06, 73/06).

",06.09.2008,,1,,
649,877,Pravilnik o kontroli poljoprivrednoga reprodukcijskog materijala koji se uvozi i obrascu prijave uvoza poljoprivrednoga reprodukcijskog materijala,Pravilnik stupa na snagu 1. 1. 2008. ,01.01.2008,,1,,
665,901,Zakon o zaè≠titi biljnih sorti,Zakon stupa na snagu 13. 12. 1997.,13.12.1997,,1,,
677,916,Pravilnik o sluè?benim odorama graniéçnih inspektora zaè≠tite bilja Republike Hrvatske,Pravilnik stupa na snagu 29. 8. 1996.,29.08.1996,,1,,
678,917,Pravilnik o objavi podataka novootkrivenih karantenskih è≠tetoéçina bilja,"Pravilnik stupa na snagu 3. 10. 1995.<br/>
Prestaje vaè?iti Uput stvo o objavi podataka o pojavi i rasprostranjenosti novootkrivenih karantenskih biljnih bolesti i è≠tetoéçina (Narodne novine, br. 53/91).

",03.10.1995,,1,,
679,918,Pravilnik o vrstama poljoprivrednog bilja éçije sjeme mora biti tretirano fungicidom,"Pravilnik stupa na snagu 1. 9. 2001.<br/>
Prestaje vaè?iti Pravilnik o vrsti sjemena koje mora biti podvrgnuto tretiranju prije stavljanja u promet ili prije upotrebe za vlastitu prozvodnju (Narodne novine, br. 42/99).



",01.09.2001,,1,,
689,928,Naredba o poduzimanju mjera obveznog uklanjanja ambrozije - Ambrosia artemisiifolia L.,"Naredba stupa na snagu 11. 7. 2007.. <br/>
Prestaje vaè?iti Naredba o poduzimanju mjera obveznog uklanjanja ambrozije É?? Ambrosia artemisiifolia L. (Narodne novine, br. 90/06).
 
",11.07.2007,,1,,
